Servicedescription;Totalsales;Giorni Prenotazione;Compagnia;Travel From;Travel To;Tipoviaggio
Aereo;118,49;1;No_Compagnia;BERLIN;MARSEILLE;OW
Aereo;80,21;1;AZ;BRINDISI;FIUMICINO;OW
Aereo;62,94;1;FR;FIUMICINO;BRINDISI;OW
Aereo;435,81;2;KL;LUXEMGOURG;AMSTERDAM;RT
Aereo;524,81;2;KL;LUXEMGOURG;AMSTERDAM;RT
Aereo;-524,81;2;KL;LUXEMGOURG;AMSTERDAM;RT
Auto;295,68;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;259,87;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;237;1;MERCURE ROMA CORSO T;ROMA;ROMA;No_Tipoviaggio
Hotel;208,7;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;230,7;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-133,5;1;MERCURE ROMA CORSO T;ROMA;ROMA;No_Tipoviaggio
Hotel;-208,7;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;300;5;IL VIANDANTE;TERRANUOVA BRAC;TERRANUOVA BRAC;No_Tipoviaggio
Hotel;256;4;RELAIS VILLA ANNAMAR;ISTRANA;ISTRANA;No_Tipoviaggio
Hotel;114;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;119;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-114;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;220;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;230;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-220;2;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;90;1;BEST WESTERN ROME AI;FIUMICINO;FIUMICINO;No_Tipoviaggio
Auto;247,23;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;336;4;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;353,81;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;252;3;CATANIA INTERNATIONA;CATANIA;CATANIA;No_Tipoviaggio
Auto;221,89;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;64;1;HOLIDAY INN EXPRESS;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;398,44;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;375;5;RELAIS FALISCO;CIVITA CASTELLA;CIVITA CASTELLA;No_Tipoviaggio
Hotel;65;1;PANORAMA DEL GOLFO;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;65;1;PANORAMA DEL GOLFO;MANFREDONIA;MANFREDONIA;No_Tipoviaggio
Hotel;107,1;2;BEST WESTERN ART DEC;ROMA;ROMA;No_Tipoviaggio
Hotel;160,2;2;BEST WESTERN ART DEC;ROMA;ROMA;No_Tipoviaggio
Hotel;89;1;BEST WESTERN BLU HOT;ROMA;ROMA;No_Tipoviaggio
